調査年,地域ID,検査施設,農産物カテゴリ,食品カテゴリ,食品名,食品詳細,検査方法,細菌名,検体数,陽性数,汚染率 (%),実施機関,調査名,source URL,備考
2014,,,,青果物,ピーマン,,,Salmonella spp.,3,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ピーマン,,,Escherichia coli O111,6,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ピーマン,,,Escherichia coli O157,6,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ピーマン,,,Escherichia coli O26,6,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ブロッコリースプラウト,,,Salmonella spp.,7,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ブロッコリースプラウト,,,Escherichia coli O111,8,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ブロッコリースプラウト,,,Escherichia coli O157,8,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ブロッコリースプラウト,,,Escherichia coli O26,8,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ミニトマト,,,Salmonella spp.,8,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ミニトマト,,,Escherichia coli O111,8,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ミニトマト,,,Escherichia coli O157,8,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,ミニトマト,,,Escherichia coli O26,8,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,レタス,,,Salmonella spp.,74,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,レタス,,,Escherichia coli O111,82,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,レタス,,,Escherichia coli O157,82,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,レタス,,,Escherichia coli O26,82,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,水菜,,,Salmonella spp.,51,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,水菜,,,Escherichia coli O111,62,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,水菜,,,Escherichia coli O157,62,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,水菜,,,Escherichia coli O26,62,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,漬物用野菜,,,Salmonella spp.,106,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,漬物用野菜,,,Escherichia coli O111,169,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,漬物用野菜,,,Escherichia coli O157,169,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,漬物用野菜,,,Escherichia coli O26,169,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,豆苗,,,Salmonella spp.,15,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,豆苗,,,Escherichia coli O111,16,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,豆苗,,,Escherichia coli O157,16,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,青果物,豆苗,,,Escherichia coli O26,16,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Campylobacter spp.,14,10,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,その他の肉類,その他の肉類,,,Salmonella spp.,18,9,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O111,14,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O157,14,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O26,14,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,その他の肉類,その他の肉類,,,Campylobacter spp.,1,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,その他の肉類,その他の肉類,,,Salmonella spp.,1,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O111,1,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O157,1,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O26,1,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,その他の肉類,その他の肉類,,,Salmonella spp.,76,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O111,76,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O157,76,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O26,76,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Campylobacter spp.,2,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Salmonella spp.,93,2,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Escherichia coli O111,92,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Escherichia coli O157,92,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Escherichia coli O26,92,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Salmonella spp.,41,1,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Escherichia coli O111,41,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Escherichia coli O157,41,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Escherichia coli O26,41,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,豚肉,豚肉,,,Campylobacter spp.,1,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,豚肉,豚肉,,,Salmonella spp.,102,5,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,豚肉,豚肉,,,Escherichia coli O111,102,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,豚肉,豚肉,,,Escherichia coli O157,102,1,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,豚肉,豚肉,,,Escherichia coli O26,102,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Campylobacter spp.,3,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Salmonella spp.,33,18,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Escherichia coli O111,31,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Escherichia coli O157,31,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Escherichia coli O26,31,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Campylobacter spp.,5,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Salmonella spp.,5,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O111,4,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O157,4,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O26,4,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Campylobacter spp.,41,7,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Salmonella spp.,41,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Escherichia coli O111,31,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Escherichia coli O157,31,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Escherichia coli O26,31,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Salmonella spp.,26,2,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Escherichia coli O111,26,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Escherichia coli O157,26,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Escherichia coli O26,26,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Salmonella spp.,10,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,牛肉,牛肉,,,Escherichia coli O111,10,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,牛肉,牛肉,,,Escherichia coli O157,10,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,牛肉,牛肉,,,Escherichia coli O26,10,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実選施定自品治目体; "
2014,,,,牛肉,牛肉,,,Campylobacter spp.,4,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,牛肉,牛肉,,,Salmonella spp.,5,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Campylobacter spp.,99,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Salmonella spp.,97,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O111,68,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O157,68,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,その他の肉類,その他の肉類,,,Escherichia coli O26,68,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Campylobacter spp.,6,3,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Salmonella spp.,6,3,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Escherichia coli O111,5,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Escherichia coli O157,5,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2014,,,,鶏肉,鶏肉,,,Escherichia coli O26,5,0,,厚生労働省,食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
